,weight
0,0.10751055047855809
1,0.0036141275986640163
2,0.000419874773660286
3,35.922871923498505
4,0.29106103845073533
5,5.97623015669426
6,3.665953396786177e-05
7,0.00793405195188944
8,2.516621764240541
9,2.5654414503442778e-05
10,0.009396405715326685
11,0.0001362734478301346
12,3.0207560265878555
13,13801.254003036307
14,0.06232107913068557
15,6.052785569367027
16,0.00757857633054109
17,0.5527122433606283
18,0.7013440692325268
19,0.02376543474393742
20,0.2172500031620755
21,4.693322394794403
22,0.00015788934503774683
23,0.8142640953373829
24,0.1462672831030409
25,2.5398313758142947
26,0.006502812344027608
27,954.4680733468794
28,0.014622058277049247
29,3.742738562463651e-06
30,0.13766113417059125
31,3.8192169430449607
32,0.3851320565373841
33,455.0716914103481
34,4.474595964516009
35,0.002290126231088175
36,90.45575706044863
37,0.020529772163055657
38,5.947042417229834
39,0.01869485359230056
40,0.021970765253450122
41,1.5252556716869132
42,1.876243341487239
43,50.32031275937188
44,0.00039575841929897685
45,0.07946647141264619
46,0.011565101421685733
47,0.06663112701241602
48,0.0002873490056177583
49,0.010751967397311777
50,0.004461587675646281
51,0.0045959201356268456
52,0.017752831800756097
53,1.4238047975258221
54,0.13425220114339495
55,0.005887773632421983
56,7.94405877169482
57,0.5570042210436504
58,0.0001376493652043552
59,4.51217606407583
60,18.235708483716145
61,8.161260215299385e-05
62,0.14175962272119538
63,0.06449281992267375
64,0.009426419644907893
65,12.938747171378816
66,0.0003618744126485906
67,0.285117434714251
68,0.39221712618851984
69,5.978060637841903
70,0.3636817232604769
71,0.32377762747099137
72,23.010984819478704
73,1.3413767006190342
74,41.49242690619357
75,0.01565626278752919
76,0.0385697737631837
77,1353513.6186633317
78,0.0013049817198012128
79,0.09214370530282638
80,45.72918462113755
81,1211.1740000835268
82,135.2554540173454
83,5.543742520873806
84,15.321123154552785
85,188.324776215239
86,0.03789599583072281
87,12.664102582697536
88,13241.050590306782
89,0.13394974816597563
90,0.020816971989861037
91,0.004788774787526492
92,2.0335316578058777
93,0.0011242476517557274
94,2.7625371064455453
95,1.246909145787968e-05
96,0.04567166610596528
97,0.8573577572438895
98,0.7733011561062554
99,1.6343437971082848
100,1007.9572096398571
101,2142.573953406699
102,0.01968766921996252
103,1332.7061932268018
104,1.8810312382864989
105,474.46352970904957
106,0.001260343366555061
107,0.03532335425044935
108,0.0014859561669489738
109,1.8591403176257593
110,0.199683308342186
111,0.013349677494173495
112,44.358448728014956
113,0.002142235292265337
114,0.03542399549322543
115,31.84278959613103
116,0.0012448062993248518
117,0.5967326736810163
118,0.004556074083174689
119,0.0977983039634066
120,0.9073594283770674
121,7.465176450070929
122,1.240210548937993
123,0.00025162301512448253
124,21.70735097897612
125,0.1671243799388283
126,7.833370703912595e-05
127,0.0023319143886957596
128,8.496558847557786
129,0.02699795870074123
130,15.766174790585485
131,2.613942804770826
132,0.00379699964867361
133,0.23277022794709887
134,0.003874966578048671
135,1556.122520909458
136,378.7616612142847
137,0.6689081181058387
138,14.968072049121355
139,0.005696912227990913
140,0.09531751012118568
141,4.046794687431747
142,0.00016077796556445575
143,4451.971534439691
144,0.4470103438778851
145,1.720863706640259e-07
146,247.60228697696533
147,0.6265468629485318
148,80.06374870557
149,439.7276546916081
150,23899.9089355592
151,14.13875844833492
152,0.09296559482888886
153,0.1714246883404313
154,0.1947001823075053
155,86891.44396503299
156,1.0217627932561941
157,1.5075495944362312
158,0.1804379007569231
159,0.2823724884183323
160,0.00513060168477162
161,40.58020196186913
162,0.7502126623696855
163,0.0074529038058307505
164,0.0035204214451864165
165,0.06468212495074097
166,0.01184124771068407
167,264.63653677280183
168,100.77823148420146
169,51.971810011656416
170,163.96170929252378
171,0.017553674163275336
172,0.0250599706963828
173,58.54048795968032
174,2.088267422561779
175,0.017914774216157094
176,0.06340953451303072
177,2.4600814539314233
178,1.6446153677532214
179,0.056269188649884776
180,35.32794051024255
181,1.9190719501749984
182,0.006044219466622567
183,0.034249395153265985
184,3.430944078861483
185,0.06621315507479394
186,0.29471063285166493
187,0.1156255645739929
188,0.009750352337872607
189,0.037803892700954016
190,70.05569526776776
191,3.6652957624210053e-07
192,152.8008759870028
193,0.0016642453031977525
194,0.039959959002434035
195,530.0199158269669
196,36.75136882851192
197,98.0739569048746
198,15.468561645252564
199,0.27025887053023406
200,0.3794168128465811
201,0.03279075424853185
202,4.931792109597109
203,0.11433651513998558
204,1.3343201886231537
205,0.023653884694529323
206,0.0006477482041745707
207,32.622865677427285
208,0.0010578409971192522
209,43.947451240936246
210,2.8732701105342584
211,67.17055843070723
212,0.06580212441162786
213,1.7117554579757506
214,0.00011049720515706962
215,2.3962940610196175
216,0.23287304605964204
