,weight
226,65505.80586972506
227,73165.62094121601
228,31192.845869735756
229,267451784.26607418
230,236342.4040465114
231,668762.6683044974
232,6157620.6275655385
233,2798540.8574101496
234,18183850.10464668
235,559182.6657784585
236,27917.854276387843
237,226683.02940442247
238,706962.4021642574
239,2135954.7063885033
240,49.69867680873705
241,7137496.022060823
242,2479541.960718973
243,66122.50770943704
244,802585.0355321454
245,23959.556660728078
246,118683676.01435718
247,2309964.2129594777
248,24810.346719600988
249,2665.356939898504
250,11302438.973677468
251,16089.277901912046
252,6329.993251508404
253,268.7489833843921
254,2334809.7481456758
255,272764.19547773746
256,5801.952325431187
257,455132089.7481248
258,5922283.352492028
259,1054859.099329066
260,125371.15988733666
261,69040.73778137467
262,2.155666588533745
263,7640848648.799396
264,3386543.2739615645
265,435446.06243404787
266,7043.081435608085
267,279361.1078047407
268,312873338.6348346
269,49176.81057054557
270,1075.829727862196
271,130084282.20992026
272,106983.44423490143
273,2.707994520763271
274,32199572.69823757
275,155993.5166909759
276,47093202.75472141
277,217573.09765082764
278,155815.8353595733
279,4202283.969145455
280,49154571304.63774
281,111227.12193529186
282,1410.4559955728378
283,39416.55338535634
284,618.4844297759113
285,359319465.8203456
286,302291.3800205916
287,54.423859021179084
288,17474.36408348462
289,3696.8242662163325
290,4574891.177728872
291,372923.79139657726
292,6758642.29779212
293,6028931.28297096
294,1324493.4695630746
295,9277307.435453782
296,86232841.94905955
297,963.6206279294822
298,1334556.8251261176
299,3533.35646964557
300,13019419.158765962
301,31410.340431616976
302,18809.821388304
303,56469.61289406491
304,2264166.175790393
305,3447960.5554257655
306,2192.4056797996495
307,1636312.9887562576
308,2028.850760517358
309,1.8545010383852498
310,1374567.7225887354
311,421727.3461594801
312,119645496.93017687
313,282129.91043781466
314,12058628.209751204
315,1458918538.0360656
316,997978.9908632098
317,781271.8408128802
318,26518.392598275794
319,1835460.5056125333
320,2320826.7812405434
321,3499159.212910423
322,3141384198.2676015
323,132637043.06032962
324,105316.96534070715
325,274773.3980556798
326,1940630.7577120888
327,6311644.498050491
328,21245072.338638205
329,98173.17017140004
330,1405804.552506975
331,1504286.6547677778
332,10000.787600157439
333,232.0712857630673
334,3836936.5387194715
335,2680582.028434003
336,977170.3561453848
337,1366236.0445776207
338,1356455192741.5227
339,67750017.96258841
340,63.740390179648834
341,361632.6949455785
342,26205.51353507766
343,2105118619.273888
344,636134.5258494117
345,3466.81088373785
346,10193909.941118393
347,4.876468607560816
348,195749.31897715898
349,36622.92723102352
350,15107.990322778573
351,2718527.811325716
352,850.4952006369599
353,479100.7766227341
354,156.4717104157797
355,222.19236925750187
356,196339.92917510355
357,72959.0839456194
358,5842507.911649244
359,2981427.4753962005
360,89115.70753462441
361,2258197.1436082833
362,6135226.782318754
363,4963041.778819445
364,259090.16164903963
365,77211.2235407212
366,13.060565028116493
367,210.23441968406442
368,281965.7817252631
369,10188143.216384055
370,2634110.1073333863
371,38995.284409444524
372,1020836.4979904807
373,46110.0126413383
374,8101435.2338968795
375,314389.00237773533
376,116590.21398269154
377,12017406.298876753
378,229936960.27905726
379,8.069686756568447e+22
380,9571.068214257182
381,1414.2035134241805
382,1495.3735731295753
383,569463.2428883042
384,35891.22383982053
385,134243.4026218032
386,11667706.285007976
387,150.51777455652888
388,2966.1878314234536
389,1800847890.8297188
390,1344567.8225333595
391,1230178.073094473
392,1463861.2619343156
393,1562064.8017556667
394,1870399.0501594048
395,212742220.49164793
396,1227324.9647168966
397,6370813.380392291
398,17664.78961594949
399,179139.445292668
400,266308.9124432057
401,44316.64289275751
402,399074.0975872329
403,418390.1599973551
404,2373.748182751057
405,356028.5743742524
406,5546773.57000668
407,431528.01017178805
408,1331246.4371433235
409,301681.3817245279
410,4602882.953393473
411,174542626.33432576
412,4933946.457210055
413,4045250.5195640884
414,422663.7741176736
415,1354400.400667482
416,221959.33781973843
417,146602.1470544061
418,25879.13462664348
419,1660.0297689590109
420,14074109.709902931
421,28296.636538647283
422,30559839.68425109
423,138.06948242523492
424,742842.2270944862
425,2388.357683034583
426,35967062975.71155
427,66261.24111569158
428,15533044847.879213
429,60358.57643835023
430,48748.73074998422
431,9.459273624473738
432,1109627.5558610414
433,1334.9131398049415
434,26973998.783200532
435,8539624.057038069
436,145.9102244168923
437,2589297.6378071043
438,52935674902.21858
439,772352.8046873575
440,15721190.622072868
441,11872747052.005766
442,316035.0713505638
443,716.1242688882131
444,505594.60676654504
445,1642986.6360056899
446,191806.89236395826
447,51.17724821913101
448,247389767164.01605
449,15372934.404178085
450,102550.78036218896
451,57186.68122128037
452,538149069.067874
453,1489878.1112942728
454,383261.99646396947
455,20988932.955680117
456,44472213.89604365
457,25.2257923597277
458,10113109688.853947
459,4672.423011320544
460,347853.34969396767
461,4733657362518688.0
462,2755342500.2255225
463,37344.93145395021
464,8925.932475391792
465,626595.2975274661
466,53912.77450357704
467,12111732.870012196
468,803747.5755026494
469,84857.43983318894
470,2238683067.9145846
471,12859633.055549316
472,3389554.214273539
473,54224.00342898905
474,75121096.80213761
475,181319.9128434176
476,117869802.03921169
477,36145.644392971706
478,12899431.70982622
479,877986523.997599
480,2502717847.645314
481,8975.610308851603
482,206679422652383.4
483,1287695.5064392237
484,127095768.84442009
485,5884.275411917633
486,39117.63662374736
487,353349.2605099097
488,3227378561.4245663
489,1149007.506646032
490,9805507.341158086
491,7149.464707004349
492,16170570.055558546
493,6854.530346291235
494,5800987.528157691
495,33923963.36434337
496,428901.9155215698
497,13757.551119889898
498,3392110.54654332
499,43505049.69109548
500,1030694.8703223952
501,339.8957156862659
502,43716923.870031744
503,26656.161874343066
504,51262.53107302551
505,1427638.1738384732
506,4130.635768693344
507,249319501.12748218
508,422667.0798258738
509,2138522.777525822
510,284742889.0745868
511,6980391.145098886
512,345504342.862549
513,149024.9744529216
514,908619512.0966082
515,211930.18536719415
516,526723.0619503228
517,3056333.408231712
518,240175.00566295662
519,78983352.77212565
520,173638358.18044743
521,10262951.38670111
522,32719.204853171366
523,78400.97328779734
524,299804052.13594425
525,62157351.84503978
526,161790.22298420224
527,31556838.13662927
528,225.4102371763317
529,3703900.80222889
530,8623.396117494694
531,968896099810.0603
532,354108.67275901034
533,1147573084.127273
534,2831.4635264549534
535,80973783.41495597
536,118376.3445800329
537,717059.552981968
538,330380.45653277735
539,3432.083965933096
540,12.572536812922158
541,24798795.0067674
542,11179.120926146652
543,51737425.19460326
544,1097.4001286146242
545,15932.64450480925
546,8288.128805106537
547,2314.045667799129
548,237311.8108145585
549,185848.96297943674
550,1416745.0699751195
551,965841.1054826142
552,16002.27496310026
553,52895.8525337409
554,1527080963.156058
555,962.9922604293195
556,883610.904181723
557,18135.00021470908
558,205464143.52201268
559,4908845382772.517
560,3245.2969488047743
561,49546895380.99682
562,26162927.484748702
563,4413.461412162195
564,219306.89825322366
565,69283293.41523704
566,362987.7224367918
567,491626.35885146336
568,1945.5103039059297
569,21493188.551274486
570,1436055.456104999
571,65531.51997147602
572,26065554.655585833
573,24186.24778393258
574,457041802.635146
575,261584.3731159975
576,942505.0002865113
577,2992956.8532885285
578,8468.318685349479
579,6252.827829554384
580,798308605.1162943
581,2118402.078039494
582,61923.67432098124
583,1207056.799675292
584,88717.72075082111
585,2511.5681895994535
586,22993.885678531733
587,17820.226203747752
588,6720325.73295108
589,708319.2131951099
590,3049892.9106396968
591,8226661.032606983
592,838864.6498240562
593,28993.981283638102
594,1134416951.1524734
595,568411.7263220908
596,111571.25285899291
597,122746.81562724513
598,3281971.8183656735
599,8031873.450186294
600,2661905.791058239
601,4859937.073594467
602,1656290585.9187207
603,7387455.361393502
604,75860.07050102881
605,2294.908693053648
606,9979671.819310928
607,2211717710.1207447
608,8078.200655605743
609,98429.27943480703
610,40129540.145891346
611,929862048.6986642
612,684500.0057514032
613,35601718859.34544
614,456644.28920835466
615,445153.6264672118
616,38391.50346905186
617,32859.2117929824
618,873520.5425759517
619,6797.308474549008
620,611.7739204428889
621,100468.62065343047
622,1315024.8779123386
623,287446.79486336367
624,6618.604276247474
625,67585.74860523266
626,767656.6118837099
627,6943.177230955217
628,202780.81671043843
629,167121.23988817842
630,319.532674578375
631,584168.836248946
632,139825565.50813276
633,416457.4641893273
634,622.572763342525
635,686393.486837373
636,6870.699934598566
637,4183991.1657034177
638,457097.68310220726
639,208345.6333915762
640,26272036542.299107
641,2469238.79451051
642,25990.015050607853
643,875.7922322807897
644,663.8780034080826
645,201301.81523299788
646,11.310711729083732
647,2913752.9939498985
648,1076127608.9688015
649,1297334.0166481386
650,6625.7830989326585
651,19035.983742094373
652,9842.302562873969
653,6235779.979058198
654,3296598512768.7607
655,62125292.88582186
656,796.765683007954
657,6320454.498471834
658,93281804.00777774
659,63051940.58752555
660,148755.88427871003
661,15096031.635149406
662,118137868.10410352
663,1285987.6646546063
664,1889013.981292253
665,5426472.744758314
666,128722908.70574972
667,765200.431693213
668,51372.462905111526
669,5962.042743915581
670,220042.58109553283
671,8929183016.269005
672,88626608.43167895
673,30594.660671088553
674,8663.211934942872
675,706950.5792395192
676,60701.543336860974
677,699944.6900561596
678,117.35947322000702
679,770974.8769024613
680,235847.16527095402
681,49260.42182655505
682,904720.5945910631
683,76544629.92210273
684,382000.2345152239
685,221159520.39703885
686,71168.23891043286
687,4922949616.890713
688,2578.957113971535
689,352345.5733875429
690,443881.70032924856
691,339915.20403132006
692,167693643.01405543
693,119191.9058056753
694,480486416417.08356
695,16116.283771656868
696,178365.6311634102
697,31472308.05514108
698,899794.4805003513
699,334539.14224932174
700,3635.268074452015
701,46758.12558320735
702,14134.047971249189
703,10357047.707140977
704,474012537.55720127
705,5180.004119856411
706,168.85294004454946
707,75399272.90298411
708,4447.958077361131
709,3076965.494445307
710,14764.254101363073
711,473478.906273636
712,569499.3776767722
713,32390017.96608146
714,12446126.794975743
715,12140630.218518311
716,1110093471.7640157
717,29959405205.73638
718,1798647.9409685277
719,24362.274143498482
720,6142113.601882689
721,2208074.924735887
722,533591.5301064184
723,73969.53814060222
724,398357.80544662586
725,43166.18584263731
726,46214464.66174552
727,354478.348096907
728,15858654.483411849
729,2220244.9309505518
730,189219.3059964377
731,121494702.24832262
732,570148.0649066101
733,256037015.10793188
734,52223.70465107012
735,120831.98893686639
736,141659.79327898138
737,1416.9007261667955
738,32232666.15919751
739,11939494.034168325
740,1098901079.8943992
741,943460.5474359157
742,913630.738312835
743,9762.295515502628
744,1186795.5734446673
745,43926003.26850095
746,1123446.2300760492
747,59423.01669074096
748,138109.77260591436
749,1226370.092942659
750,330742.53662152303
751,166761988.6054413
752,318414660.5811857
753,21888.1548387582
754,748426.7021798736
755,206255394.225103
756,69551.05906422783
757,8138.833272413221
758,5574982.222697103
759,1333056.1340991955
760,332176.68148216984
761,66590.471978018
762,3273238.038486681
763,10392363.859588254
764,17333.285115797466
765,1859832.3721441473
766,252276.0422218477
767,20.491072762521252
768,5036.460065731686
769,2455537.5133714033
770,50598.73560762024
771,1601.5039373608904
772,104.01300855895705
773,1866075.335644687
774,70349.38770960788
775,6468676.075764366
776,571085693231.5083
777,419.4160469521765
778,68998.01907690626
779,1662033.5159617392
780,3861.1548576979812
781,27345168.121742975
782,915439.3947058695
783,121545.27902515909
784,2641406.8001567787
785,42746.29085418122
786,181550.97113784595
787,1347805.1821653817
788,352433.957119817
789,86841.72446369576
790,1365726.5798073434
791,1034336.1570360556
792,386293.90277350275
793,5770.007809108906
794,300451.70332569315
795,0.10677906946006771
796,3887050.8466076944
797,2443406.244710253
798,22015460.177944575
799,23440.00605375956
800,187946.36550939354
801,704167.050240483
802,576955094.9013348
803,50480.063593538136
804,12584.382467301748
805,62.50134974048585
806,528851647.3972022
807,48015699.57044672
808,153808.46988011643
809,3520.8232490072187
810,199576.97654936023
811,182173.1902255847
812,314179.6495601948
813,204980.14631159932
814,13109364.134872887
815,116742.5647931979
816,6327791.627906442
817,62436.44678551746
818,72557962.92962159
819,3239201.8424971607
820,799413.4233209724
821,38962.48898375899
822,580523672.876303
823,77229764.68696299
824,174711.61481029
825,6370845.01182392
826,4677112.430090268
827,1650.1959223767376
828,2759528.834121971
829,513584.427885445
830,113039.59423201291
831,81644719.91615672
832,3747837.845074658
833,601035714852.9204
834,6969367.978347405
835,103507.29385955559
836,1722167.7887187263
837,1335560.2816211018
838,15970277.332469692
839,2280098.8880590075
840,124475198430.96443
841,2500.137936582118
842,19585.43790486803
843,164614761.49783617
844,686490344.1349255
845,111077.91712859743
846,386515.51487089496
847,3709468390.432931
848,7500.652106543061
849,47693.14796805308
850,248414.06876109182
851,14650.204027724301
852,3442823.124065942
853,9577475.48897647
854,1876986.5156059703
855,1163961.4275864065
856,7625.2018264987955
857,8769.364962450443
858,277904.1226816524
859,252.42163300341997
860,90704.8562924857
861,2664.2059717306797
862,1007.2573321408157
863,2662916.83324056
864,3799.911484146205
865,5456278.9923379375
866,8625642.504740018
867,1058661.1922761698
868,419942.05294691183
869,616735.5268526992
870,18766671.527577743
871,56946.21882933893
872,4868905.10834804
873,129911.63703197608
874,653.3769227030115
875,1049161.0149129964
876,19214378870.012794
877,385458.69917048345
878,13821021186.495518
879,5603058700.453867
880,263.7116886306109
881,528.3360521039568
882,34219.66937996531
883,10379.601913231523
884,288157.11957344465
885,133239.88429539264
886,603202.878918019
887,77607.0170808961
888,8133.241045780087
889,8630.650135576765
890,5072.4439723419855
891,3301773.6083785426
892,9409719.90394436
893,60052865147.79402
894,573084.7531065155
895,71339.65191565876
896,985480966.8246812
897,485737.52363759885
898,7459930.805518188
899,7285166.067666609
900,179751.3240843294
901,1160900.3051719756
902,39903.54420578766
903,153941.31847484945
904,31180.7284048516
905,1921820.5523411746
906,10179601.8801988
907,74308.1043835534
908,4385.358120877063
909,186604.6715643367
910,6494301.839612875
911,5144.215998517758
912,63255460.56989662
913,68228170.55022988
914,161421618.98823357
915,441834.360405724
916,212566275.89333695
917,34506680.97729859
918,1323.5092106318352
919,141865.10888830887
920,698313.6152236589
921,12591263.695170874
922,1383045488.9831014
923,33.511139323968756
924,48.05522491731048
925,35499.50546974538
926,15672.567085124825
927,2275086.67085279
928,5565892.702340036
929,1991.244775909579
930,3003534.5204893197
931,1273742.2093112122
932,11158.283242521415
933,70497.1692100057
934,62617.968836201406
935,3516033.8239226933
936,55.532277547788034
937,514182.0468314854
938,63793470.84031558
939,18268.4724049896
940,11160599.81673032
941,196207772.82434237
942,126492.80002992727
943,759226.3446960802
944,1495270.2760978353
945,424799.0365939257
946,28477283.222631913
947,165855.73036362583
948,11093.82213893445
949,397595.9658141544
950,2259690.920374229
951,575545.5176646663
952,182889.66532093342
953,7135678.038851022
954,853032558471.9406
955,53192.6409489803
956,2116205.1435977207
957,496904.21812544035
958,127868.14028539047
959,44280.45233411904
960,1847381.2755352892
961,669702.719602775
962,10954874.141507426
963,1291125950.5433404
964,64011880930.839485
965,2840970.36762423
966,146814.63520753928
967,368321.536055191
968,711050.0586572284
969,6948.635851115001
970,73915805.32441802
971,3543686427.1914043
972,1166452.9023889345
973,121522.3681320921
974,22433.074605488193
975,67604574.05412659
976,6754380056.404933
977,12116556.53792589
978,1123371435.9426515
979,5954023.231890797
980,582737.6420079154
981,118647.73379479113
982,666744.5474840304
983,2602.67163225554
984,172391781.07158685
985,411660.56288755336
986,5069676.190416605
987,55616247.96849808
988,2923913.3494568667
989,30737.042652678632
990,687814.9786119115
991,48091.485041330096
992,1310785.164244713
993,3440.5758306291714
994,107297.90173793188
995,73338286693.80383
996,5179175.723317872
997,984072.1093425504
998,19172.436970746945
999,99630734469.0653
1000,76326.74221756552
1001,3982879.2595422613
1002,315207.32113770343
1003,9327539.147754261
1004,6939.0360859480015
1005,975.1269358895195
1006,1600806.2632519088
1007,17196081.68202803
1008,10855.090382491453
1009,467828882.55015105
1010,227252.69148414835
1011,3791.361388941471
1012,7361671.367987417
1013,4884809.911270758
1014,723999.5933033243
1015,30285.40489790155
1016,35570938.03316515
1017,19114084.522344463
1018,429846936155.90466
1019,464423.44437700044
1020,389720.83269948035
1021,75586.78666041358
1022,5639.815458522571
1023,46445.06809541932
1024,1589.403300019264
1025,12370.595473413521
1026,4745406.784404193
1027,68562642.66721264
1028,25596358.79473283
1029,62233.76680598499
1030,533090.1313515839
1031,3314627.9790559863
1032,694024577.3543754
1033,840239.026182281
1034,871636.5381700082
1035,1094325.3956188373
1036,2442784.309183977
1037,12823490.652162474
1038,757690.6940522254
1039,8676237.987069614
1040,7970.600926478217
1041,29820.5037394922
1042,4946045562.037009
1043,803845.7877128486
1044,759539.5806990924
1045,121167699.10922177
1046,258070.28933230037
1047,13809.836351052909
1048,203614536.12883678
1049,136926919.386801
1050,8.4016075012016
1051,2000906.2148614866
1052,159800.86149905002
1053,5878.382855466543
1054,342378672.79022837
1055,4170.321538168821
1056,762407479.1607858
1057,2338016.636418524
1058,105905.23261865495
1059,156637.94120452416
1060,100.47631345424925
1061,1251400.341224159
1062,13923916.796605468
1063,111723285.72854488
1064,1859441.172310907
1065,6875986.725919381
1066,408.3571333181676
1067,292202.55438899214
1068,44.378661680537824
1069,3431.963146021602
1070,642487.7565770034
1071,256.7447112004786
1072,114441.27336628283
1073,3583.580861182225
1074,41358557.169559725
1075,1258030.9536221363
1076,886696.5630860643
1077,8916.532915567795
1078,1.3274957388616582
1079,22925.831466164123
1080,1898805.8058999474
1081,60798.848110202205
1082,101437.98772424304
1083,182945531.17238158
1084,84516168.70364824
1085,379112840.36375743
1086,20314128.871763233
1087,1991.1599996894645
1088,1547745.0610579348
1089,327.8777407610694
1090,40892177.04238745
1091,191365.61712988882
1092,15727227.342412438
1093,3786015795.991891
1094,2148207408.8933344
1095,2184292.389149635
1096,145866250.0415228
1097,5021730.764699307
1098,611674.59734867
1099,144162.47830609223
1100,164962031.44599286
1101,21261780.49063962
1102,148554.55768859867
1103,30211.94880972816
1104,12563308.97879494
1105,3118172.489060441
1106,219310.03483951403
1107,200625920.96428707
1108,46855757.013919815
1109,47150.59156802034
1110,6680004.509769361
1111,276685.62172994454
1112,123240.50791408993
1113,3342169.4100279976
1114,15764002537.144543
1115,398334.44412758964
1116,26047864.040976297
1117,24975581.828920312
1118,12209.458420848898
1119,567182.1927852402
1120,3978.010531789077
1121,2958.540796516053
1122,1681.8179650490474
1123,27889.788528872978
1124,158342278536.58707
1125,636870613.9585618
1126,12009.887962215664
1127,1613532596.3222206
1128,23320253701.264828
1129,1831808.0254128973
1130,529444.9478306596
1131,12886210.626615198
1132,96837.05190028824
1133,2333.4015129684003
1134,5071874.59322766
1135,3306460.8498829366
1136,43331.86529138291
1137,2564410.6377644986
1138,4829956.712239221
1139,39116.108933064934
1140,245623.35250645032
1141,158258.05839862433
1142,32781630.010599587
1143,32424.221397358007
1144,65.47297625653137
1145,4898.342689605532
1146,158698.38147012808
1147,370602.24488009413
1148,780.7864178560303
1149,85147938.24590842
1150,145540.7964713709
1151,414783749.6352584
1152,38475.77778425548
1153,9508.62752314066
1154,2545859.330701934
1155,119225.43472200903
1156,700532.2207246315
1157,919.9340935099767
1158,3748415.6850088253
1159,49375.65591119252
1160,837825.2363916107
1161,23313435.061975982
1162,4786.598719576946
1163,2827143.25324539
1164,11872402766.597198
1165,144.1795496138997
1166,4506106.189564698
1167,56634935.62732815
1168,646431.3103197619
1169,4895.699037287518
1170,658010937.3282886
1171,1481983.6980861328
1172,274068014.8586241
1173,957356.7233634167
1174,94838389.04161936
1175,13682.707589920647
1176,73695.25015709421
1177,43449423.57798372
1178,3436981.426900207
1179,1122.1108351252242
1180,70421.36485274031
1181,75996536.57818039
1182,577.4803666358787
1183,6185.41199978259
1184,6171228.945727659
1185,211413010.25592807
1186,85172.62062396632
1187,6605540.941071882
1188,745243.6303735602
1189,118433.91563941665
1190,1886.7804816611858
1191,137133.84678914625
1192,35443585.56560151
1193,47516.433461620734
1194,13250.24443898499
1195,1211727167.030418
1196,7610390.930206452
1197,1294.555541762319
1198,641.9305494725866
1199,5068255.966974396
1200,1372419.5472976633
1201,1329628.0937112311
1202,683635807.4441907
1203,17941.58993658671
1204,8773.744871848263
1205,19707.840798408677
1206,610109224.5854657
1207,1443841.2661554136
1208,67819594497.39299
1209,1061365.096916638
1210,413742.9045286775
1211,9348.50195292472
1212,49762248.54248402
1213,159160.57072344303
1214,848651.4440602998
1215,520970516.40891325
1216,34043682584.478592
1217,1823552.4727668935
1218,30485.73824155638
1219,6790.766204557952
1220,282277.3045307398
1221,392424755.00111645
1222,87836.0626817315
1223,267383.8803943547
1224,20384.751718654185
1225,1062269.3432429007
1226,19269587.715942897
1227,2762418.1975033237
1228,3660.6424349942413
1229,12609327.557245355
1230,914190345.5269624
1231,64179.28795680856
1232,92094.62740439494
1233,35651.88547724013
1234,12302800.601348331
1235,1489635.5010727395
1236,277375.9432674194
1237,457468136.1040211
1238,503982.5050534202
1239,9740018.821799807
1240,3359682645.576825
1241,162033803.39016455
1242,3603012.1200490906
1243,1276738.5629801117
1244,495329.693447316
1245,2845506.305780514
1246,16279.311114348888
1247,408465.92564991384
1248,191833.1125230201
1249,28204.2888170293
1250,326882.4730204298
1251,6014.5149718179755
1252,24735297.980789382
1253,74366.88582190269
1254,36456.11836441558
1255,418453.554133162
1256,39886.56296563284
1257,47225.983034425204
1258,151244282.88006216
1259,3384509.3943658955
1260,2735977.577565845
1261,23904.515818711094
1262,1582.6501942583088
1263,2071362.0858711363
1264,836437.912036362
1265,5549182.461721807
1266,29352.781805068822
1267,1484.6929557917213
1268,196902.7254220169
1269,2441220.7525854046
1270,31240.615167135435
1271,2951140.428815395
1272,62173954.51557507
1273,68177.92734185049
1274,14056940.993102178
1275,1422418.1016047099
1276,117598.66292445926
1277,7114505.884046043
1278,477058.49609836045
1279,30287.968287440734
1280,294252.16947547026
1281,54958546.443657465
1282,19683628.54097705
1283,2007616.922157035
1284,16953157.06141339
1285,2494.7330500956114
1286,95149.4796379968
1287,1522.2742706413019
1288,445384786.48499465
1289,32072.192444932338
1290,728716.0255645656
1291,2919287.194832961
1292,3010931.485534425
1293,19642053.251774035
1294,4561855.999175948
1295,948.6123032703914
1296,13400947397.586819
1297,79920688.64300683
1298,259.69071751208304
1299,103711.92117673862
1300,423031.4117862396
1301,29554931.57878875
1302,5903310.5308017675
1303,19632407.08261378
1304,113877.30763635524
1305,30143091.832626585
1306,304766.5039695933
1307,7201166.533677849
1308,31781.738030657896
1309,272425386.4269089
1310,33997.07448395462
1311,86730.20813921459
1312,3685249.227300146
1313,6864599.1977536585
1314,160561.007923486
1315,764788.3471498437
1316,1743280.1619106305
1317,19991.955277674682
1318,91.71100314022465
1319,35445.17441786087
1320,11720.424153541397
1321,1574.7475090251244
1322,1129493883.8201394
1323,172643963.2724591
1324,7388304.4484116845
1325,84161.98553003455
1326,63577459.910490446
1327,1887278232.5711923
1328,155097.20381885304
1329,105.08951821781359
1330,6883579.663302118
1331,25364.398291412235
1332,62137.867529801784
1333,240547.9272998864
1334,131506.7321370768
1335,28750.692172316558
1336,192203.9014184661
1337,20032348.613412622
1338,1508098340.6249673
1339,46460.758483522804
1340,1409048.799402326
1341,38982.80485554979
1342,631370.8390974683
1343,8770.561550800294
1344,102174.86962492975
1345,53695.04226008108
