iter	Logloss
447	0.4004915445
448	0.4001638582
449	0.3998508265
450	0.399527597
451	0.3991846519
452	0.3989245726
453	0.3985925807
454	0.3982480871
455	0.3978849732
456	0.3976884596
457	0.3973913665
458	0.3969935049
459	0.3966501821
460	0.3964009804
461	0.3960643051
462	0.3957554657
463	0.3954634336
464	0.395014659
465	0.3947488388
466	0.3944055161
467	0.3939846152
468	0.3937437605
469	0.3933797402
470	0.3930411764
471	0.3927624391
472	0.3924405315
473	0.3920320568
474	0.3917156257
475	0.3914238958
476	0.3911503329
477	0.3909013201
478	0.3904870666
479	0.3901676518
480	0.3899045888
481	0.3894880691
482	0.389094551
483	0.3888483708
484	0.3885953544
485	0.3883461527
486	0.388021979
487	0.3877564232
488	0.3873566731
489	0.3870988978
490	0.3867433756
491	0.3863956338
492	0.3860797693
493	0.3856904058
494	0.3852597227
495	0.3850003233
496	0.3845013911
497	0.3841649801
498	0.383864941
499	0.3835917936
500	0.3832212769
501	0.3828608447
502	0.3826021251
503	0.3822532503
504	0.3820492584
505	0.3816086797
506	0.3813907132
507	0.3809974595
508	0.3806541367
509	0.3803613115
510	0.3799124614
511	0.3794435935
512	0.379181928
513	0.3788072945
514	0.3785454401
515	0.378141271
516	0.3779347864
517	0.377526085
518	0.3770535535
519	0.3767006751
520	0.37639278
521	0.3760017168
522	0.3755556239
523	0.3751400863
524	0.374849225
525	0.3744749315
526	0.3742273916
527	0.3739197986
528	0.3735214082
529	0.3732789672
530	0.3730462707
531	0.3726672182
532	0.3723002519
533	0.371914552
534	0.3716611579
535	0.371386613
536	0.3710988866
537	0.3708446238
538	0.370417831
539	0.3701452501
540	0.3697104879
541	0.3693568541
542	0.3690884656
543	0.3686779891
544	0.3683399163
545	0.3678688956
546	0.3674564928
547	0.3671235188
548	0.3668997736
549	0.3665246114
550	0.3661695046
551	0.3657834648
552	0.3654657118
553	0.3650763861
554	0.3646862294
555	0.3642847042
556	0.36389874
557	0.3635767568
558	0.3632092618
559	0.362684722
560	0.3623808304
561	0.3619704294
562	0.3615393308
563	0.3612622554
564	0.3608314967
565	0.3604187918
566	0.3600738828
567	0.3597468008
568	0.3594353175
569	0.359145816
570	0.3587201185
571	0.3584507857
572	0.3581283871
573	0.3577361909
574	0.3574607774
575	0.3569667552
576	0.3566522126
577	0.3562659084
578	0.3558035369
579	0.3553393902
580	0.3549050813
581	0.3544276398
582	0.3541024841
583	0.3537758553
584	0.3535196285
585	0.3530561995
586	0.352801559
587	0.3523194341
588	0.352030688
589	0.3516766388
590	0.3512146449
591	0.3507584298
592	0.3504892859
593	0.350167756
594	0.3496866132
595	0.3493008
596	0.3489292258
597	0.3487292752
598	0.3483676722
599	0.3479091909
600	0.3475433954
601	0.3471363936
602	0.3468628685
603	0.3466605762
604	0.3463605371
605	0.3460247304
606	0.3456906234
607	0.345209896
608	0.3448604168
609	0.3445014576
610	0.3440753446
611	0.3436846214
612	0.3432814343
613	0.3428648392
614	0.3424885061
615	0.3421642946
616	0.341851716
617	0.3415351339
618	0.3411708492
619	0.3407014903
620	0.3403806403
621	0.3400047982
622	0.3397503843
623	0.3393539957
624	0.3388213734
625	0.3383468779
626	0.3379308115
627	0.3374785622
628	0.3370976967
629	0.3367620411
630	0.3362326292
631	0.3357278805
632	0.335433129
633	0.3349648655
634	0.3344727318
635	0.3341455743
636	0.333643545
637	0.3334028036
638	0.3329488169
639	0.332593408
640	0.3322072171
641	0.3318024815
642	0.3314063195
643	0.3310541965
644	0.3307397672
645	0.330466922
646	0.3300706467
647	0.3296245159
648	0.3292098848
649	0.3288810654
650	0.3284217155
651	0.3280442493
652	0.3277201889
653	0.3273946932
654	0.3270016661
655	0.3266710716
656	0.3261282137
657	0.3256652379
658	0.3252809732
659	0.3250910693
660	0.3247361514
661	0.3243928664
662	0.323995458
663	0.3236511533
664	0.3234430068
665	0.3230769847
666	0.3226779145
667	0.3223444117
668	0.3220051303
669	0.3217089814
670	0.3212998645
671	0.3209338047
672	0.3205507486
673	0.3201364196
674	0.319773759
675	0.319395764
676	0.3191211436
677	0.3187630531
678	0.3183173756
679	0.3181150833
680	0.3177997098
681	0.3174508727
682	0.3169826847
683	0.316591225
684	0.3162496208
685	0.3159467867
686	0.3155916988
687	0.3152587249
688	0.3148379562
689	0.3144393203
690	0.3139665245
691	0.3137118273
692	0.3133032204
693	0.3130194031
694	0.3126428812
695	0.312241847
696	0.311970097
697	0.3116290026
698	0.3112430006
699	0.3109604864
700	0.3106118193
701	0.3102602062
702	0.3099504603
703	0.3096084972
704	0.3092766186
705	0.3089933868
706	0.3086433788
707	0.3082413437
708	0.3077977247
709	0.3075013869
710	0.3071848803
711	0.3068143637
712	0.3065388934
713	0.3062788142
714	0.3058836153
715	0.3055943782
716	0.3052004257
717	0.3047869087
718	0.3043754502
719	0.3040972795
720	0.3037007776
721	0.3034044398
722	0.3030357739
723	0.3027841171
724	0.3024307855
725	0.302059589
726	0.3016579505
727	0.3013299621
728	0.3009555552
729	0.3005504797
730	0.3001735612
731	0.299786596
732	0.2994026335
733	0.2990548162
734	0.2987144772
735	0.2983213746
736	0.2979612256
737	0.2976062888
738	0.2972017798
739	0.2969362429
740	0.2966559004
741	0.2964811042
742	0.2960862641
743	0.2958077912
744	0.2955589861
745	0.2951872608
746	0.2947243039
747	0.2943684795
748	0.2940149968
749	0.2936892557
750	0.2933934278
751	0.2929456352
752	0.2926655005
753	0.2922506238
754	0.291850345
755	0.2914428711
756	0.2911572787
757	0.2908493646
758	0.2905662461
759	0.2902200907
760	0.2899534207
761	0.2896013165
762	0.2893029392
763	0.2889316672
764	0.2886375389
765	0.2882688164
766	0.2880674683
767	0.2877770603
768	0.2875477253
769	0.2871244072
770	0.2867085296
771	0.2864492435
772	0.2861735278
773	0.2858053906
774	0.2854729265
775	0.285207333
776	0.2849475181
777	0.2845956028
778	0.2844369341
779	0.2841172171
780	0.2837534234
781	0.2835366655
782	0.2832010099
783	0.2828750799
784	0.2825127214
785	0.2821978578
786	0.281946881
787	0.2817281213
788	0.2813868003
789	0.281109536
790	0.280769707
791	0.2804177728
792	0.2799937938
793	0.2796613863
794	0.2794756748
795	0.2791927073
796	0.2788317841
797	0.2784992067
798	0.2781707839
799	0.2779510989
800	0.2776185404
801	0.2772128983
802	0.2768673283
803	0.2765973535
804	0.276190956
805	0.2757715282
806	0.2755420987
807	0.2751718087
808	0.274898869
809	0.274590445
810	0.2743125764
811	0.2739244593
812	0.2736746911
813	0.2734072468
814	0.2731720953
815	0.27284964
816	0.2725955094
817	0.2722132843
818	0.2719438383
819	0.2716315808
820	0.2714971599
821	0.27117089
822	0.2709013117
823	0.2705308706
824	0.2702736241
825	0.2699801757
826	0.2696568895
827	0.2694198684
828	0.2690383231
829	0.2686406126
830	0.2683775307
831	0.2680667839
832	0.2677455184
833	0.2674700671
834	0.2671323342
835	0.2667676151
836	0.26650408
837	0.2662139742
838	0.2658794894
839	0.2654909191
840	0.2652132204
841	0.2648262175
842	0.2645728989
843	0.2642650415
844	0.2638870466
845	0.2634964745
846	0.2632016097
847	0.2629341277
848	0.2626100106
849	0.2623475707
850	0.2620658686
851	0.2616524649
852	0.2614531187
853	0.2611847302
854	0.2608484136
855	0.2605648418
856	0.2601721169
857	0.2598612946
858	0.2594747827
859	0.2592149867
860	0.2589417259
861	0.2586262014
862	0.2584218129
863	0.2582039408
864	0.2579923007
865	0.2576284503
866	0.2572614462
867	0.2570628742
868	0.2568367684
869	0.2565549907
870	0.256250287
871	0.2560338691
872	0.2557608349
873	0.2555243237
874	0.2552769349
875	0.2550290174
876	0.254855392
877	0.2545250619
878	0.2542101794
879	0.2540096245
880	0.2538141307
881	0.2535257245
882	0.2532261763
883	0.2529637743
884	0.2527310022
885	0.2523810509
886	0.2520655641
887	0.2518237086
888	0.251576603
889	0.2512854774
890	0.2509577156
891	0.2506929152
892	0.2504412396
893	0.2500759163
894	0.2498844638
895	0.2495711676
896	0.2493119004
897	0.2490608291
898	0.2487611676
899	0.2484859429
900	0.2481238866
901	0.2478222044
902	0.2476474271
903	0.247289752
904	0.2470594161
905	0.2468530825
906	0.2465940608
907	0.2462655625
908	0.2459531539
909	0.2456566461
910	0.2453598362
911	0.245058664
912	0.2447799456
913	0.2444460085
914	0.2442011314
915	0.2439310433
916	0.2436688489
917	0.2434713156
918	0.2431216098
919	0.2428483113
920	0.2425406428
921	0.2422841138
922	0.2420105887
923	0.2417672412
924	0.2415936347
925	0.2413227157
926	0.2410643172
927	0.2408865749
928	0.2406213213
929	0.2403349546
930	0.2400153509
931	0.2397626556
932	0.2395065232
933	0.2392017251
934	0.2389596052
935	0.238702944
936	0.2384845809
937	0.2382807212
938	0.2378776664
939	0.2375437482
940	0.2372736412
941	0.2370749747
942	0.2367603378
943	0.2365740974
944	0.2362590072
945	0.2360665916
946	0.2357475734
947	0.235490629
948	0.2351890791
949	0.2348681913
950	0.2346602336
951	0.2344566383
952	0.2342405602
953	0.2339545335
954	0.2336379892
955	0.2334157736
956	0.2331798289
957	0.23294785
958	0.2326010525
959	0.2323108711
960	0.2319986702
961	0.2318784128
962	0.2315126551
963	0.2312370149
964	0.2309595996
965	0.2307434649
966	0.2305396996
967	0.2302672509
968	0.2299359765
969	0.2297447884
970	0.2294813288
971	0.2291945656
972	0.2290394094
973	0.2287786691
974	0.2284379336
975	0.2281697906
976	0.2279563564
977	0.2277265681
978	0.2274212979
979	0.2271142336
980	0.2268676002
981	0.2266537883
982	0.2264199965
983	0.2261179556
984	0.2259468607
985	0.2257050996
986	0.225399735
987	0.2252085469
988	0.2249344552
989	0.2247390558
990	0.2244870403
991	0.2242812733
992	0.2240437045
993	0.2237984686
994	0.2235567829
995	0.2233428955
996	0.2231001901
997	0.222891647
998	0.2226485451
999	0.2224020439
